Longitude	Latitude	Elevation	Distance	CostPerKm	ElevCost	TurnCost	NodeCost	InitialCost	WayTags	NodeTags	Time	Energy
7922485	52174361	180	258	1000	0	0	0	0	reversedirection=yes highway=path surface=dirt route_hiking_rwn=yes route_hiking_lwn=yes		185	2658
7922131	52174804	182	45	1000	0	0	0	0	reversedirection=yes highway=track surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		218	3491
7921109	52175049	183	90	1000	0	0	0	0	reversedirection=yes highway=track surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		65	1363
7920701	52175420	187	4	1000	0	0	0	0	highway=track tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes mtb:scale:uphill=4		68	1423
7920394	52175854	193	101	1000	0	0	0	0	highway=track tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes mtb:scale:uphill=4		78	2885
7920567	52175889	191	6	1000	0	0	0	0	highway=path surface=ground		82	3122
7920394	52175854	193	6	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		4	119
7920244	52175917	193	12	1000	0	0	0	0	highway=track tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes mtb:scale:uphill=4		13	323
7916407	52176751	186	277	1000	0	0	0	0	highway=track tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		203	922
7913542	52178039	161	262	1000	0	0	0	0	highway=track tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		173	0
7913406	52178178	162	18	1000	0	0	0	0	highway=steps tracktype=grade3 surface=ground incline=down route_hiking_rwn=yes route_hiking_lwn=yes		185	0
7913014	52178291	160	27	1000	0	0	0	0	highway=path tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		203	0
7913014	52178291	160	3	1000	0	0	0	0	highway=path tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		2	27
7912825	52178232	157	15	1000	0	0	0	0	highway=steps route_hiking_rwn=yes route_hiking_lwn=yes		12	27
7912614	52178280	156	14	1000	0	0	0	0	reversedirection=yes highway=path tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		22	100
7912614	52178280	156	1	1000	0	0	0	0	reversedirection=yes highway=path tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		0	9
7912284	52178381	153	25	1000	0	0	0	0	highway=steps route_hiking_rwn=yes route_hiking_lwn=yes		18	192
7912349	52178631	150	21	1000	0	0	0	0	highway=path tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		32	192
7913566	52179047	144	107	1000	0	0	0	0	highway=path tracktype=grade3 route_hiking_rwn=yes route_hiking_lwn=yes		72	135
7912992	52179080	144	34	1000	0	0	0	0	reversedirection=yes highway=path surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		94	135
7911543	52179866	140	139	1000	0	0	0	0	reversedirection=yes highway=path surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		96	637
7908770	52180530	149	210	1000	0	0	0	0	reversedirection=yes highway=path surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		173	9072
7906790	52180313	154	149	1000	0	0	0	0	reversedirection=yes highway=path surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		111	3048
7907105	52180552	153	21	1000	0	0	0	0	reversedirection=yes highway=track surface=gravel route_hiking_rwn=yes		126	3260
7906790	52180313	154	21	1000	0	0	0	0	highway=track surface=gravel route_hiking_rwn=yes		15	277
7905889	52180087	143	75	1000	0	0	0	0	highway=track surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		62	277
7906075	52180933	149	100	1000	0	0	0	0	highway=track surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		74	2072
7905593	52181409	152	59	1000	0	0	0	0	highway=track surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		43	1160
7901280	52182511	160	328	1000	0	0	0	0	highway=track surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		244	6607
7901225	52182613	159	13	1000	0	0	0	0	highway=track surface=gravel route_hiking_rwn=yes route_hiking_lwn=yes		10	296
7902502	52182516	160	70	1000	0	0	0	0	highway=path surface=gravel		63	2060
7901598	52182630	159	44	1000	0	0	0	0	reversedirection=yes highway=path surface=gravel		30	94
7901039	52183126	155	95	1000	0	0	0	0	highway=path surface=ground		97	608
7900835	52183917	143	170	1000	0	0	0	0	highway=path surface=ground		110	110
7902101	52183411	141	39	1000	0	0	0	0	highway=path		134	110
7900835	52183917	143	39	1000	0	0	0	0	reversedirection=yes highway=path		28	503
7898880	52184807	145	145	1000	0	0	0	0	highway=path surface=ground		134	2691
7896632	52185594	156	179	1000	0	0	0	0	highway=path surface=ground		143	6926
7895488	52186418	147	141	1000	0	0	0	0	highway=path surface=ground		96	601
7895581	52186482	145	10	1000	0	0	0	0	reversedirection=yes highway=track		102	601
7894832	52186742	145	23	1000	0	0	0	0	highway=path		117	601
7895581	52186482	145	23	1000	0	0	0	0	reversedirection=yes highway=path		16	190
7895488	52186418	147	10	1000	0	0	0	0	highway=track		24	473
7894447	52186658	151	77	1000	0	0	0	0	highway=path surface=ground		82	2174
7892587	52186791	161	114	1000	0	0	0	0	reversedirection=yes highway=track tracktype=grade3 surface=ground		182	9192
7887706	52188475	165	348	1000	0	0	0	0	reversedirection=yes highway=track tracktype=grade3 surface=ground		251	4281
7886090	52188289	164	152	1000	0	0	0	0	reversedirection=yes highway=track tracktype=grade3 surface=ground		106	868
7884378	52187778	150	135	1000	0	0	0	0	reversedirection=yes highway=track tracktype=grade3 surface=ground		85	88
7882681	52186678	153	176	1000	0	0	0	0	reversedirection=yes highway=track tracktype=grade3 surface=ground		125	1624
7882522	52186608	154	21	1000	0	0	0	0	reversedirection=yes highway=track tracktype=grade3 surface=ground		15	331
7883053	52186524	153	38	1000	0	0	0	0	highway=track tracktype=grade1 surface=asphalt route_hiking_rwn=yes route_hiking_lwn=yes		42	710
7883262	52185987	156	71	1000	0	0	0	0	highway=path surface=ground route_hiking_rwn=yes route_hiking_lwn=yes		96	2376
7883678	52185532	159	49	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		132	3239
7884105	52184287	151	155	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		105	558
7884070	52183849	145	51	1000	0	0	0	0	highway=path		137	558
7884105	52184287	151	51	1000	0	0	0	0	reversedirection=yes highway=path		39	1288
7884909	52183050	138	149	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		142	2193
7884949	52182854	135	22	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		14	0
7884681	52182737	132	14	1000	0	0	0	0	highway=path surface=ground		23	0
7885141	52181556	119	154	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		97	330
7884819	52180964	113	76	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		52	190
7885176	52180604	110	48	1000	0	0	0	0	reversedirection=yes highway=path surface=ground		32	136
7884968	52180292	106	3	1000	0	0	0	0	highway=service surface=asphalt foot=permissive route_hiking_lwn=yes		34	136
7884560	52179873	99	89	1000	0	0	0	0	highway=service surface=asphalt foot=permissive route_hiking_lwn=yes		57	0
7884164	52179986	98	26	1000	0	0	0	0	highway=service surface=compacted foot=permissive		73	0
